dakika,istasyon_id,tuketim_adet
117,S13,0.362
117,S14,0.3507
117,S15,0.2476
117,S16,0.2876
117,S17,0.2804
117,S18,0.3129
117,S19,0.4165
117,S20,0.2634
117,S21,0.2579
117,S22,0.278
117,S23,0.1318
117,S24,0.2853
118,S1,0.4813
118,S2,0.2836
118,S3,0.2378
118,S4,0.3133
118,S5,0.2762
118,S6,0.3755
118,S7,0.5053
118,S8,0.2098
118,S9,0.3354
118,S10,0.1277
118,S11,0.3454
118,S12,0.1788
118,S13,0.4
118,S14,0.2342
118,S15,0.2206
118,S16,0.333
118,S17,0.2489
118,S18,0.2082
118,S19,0.2968
118,S20,0.3111
118,S21,0.1688
118,S22,0.3132
118,S23,0.2487
118,S24,0.3141
119,S1,0.314
119,S2,0.2862
119,S3,0.309
119,S4,0.3463
119,S5,0.1788
119,S6,0.3108
119,S7,0.2728
119,S8,0.2462
119,S9,0.3425
119,S10,0.172
119,S11,0.2219
119,S12,0.192
119,S13,0.4243
119,S14,0.3737
119,S15,0.2181
119,S16,0.4367
119,S17,0.1651
119,S18,0.2061
119,S19,0.3313
119,S20,0.2182
119,S21,0.1761
119,S22,0.2599
119,S23,0.2117
119,S24,0.3369
120,S1,0.2025
120,S2,0.1728
120,S3,0.2197
120,S4,0.3638
120,S5,0.0901
120,S6,0.255
120,S7,0.3132
120,S8,0.2768
120,S9,0.2923
120,S10,0.1974
120,S11,0.2742
120,S12,0.1339
120,S13,0.4422
120,S14,0.3129
120,S15,0.2754
120,S16,0.7141
120,S17,0.1652
120,S18,0.3138
120,S19,0.3142
120,S20,0.282
120,S21,0.2147
120,S22,0.2745
120,S23,0.1772
120,S24,0.3731
121,S1,0.2554
121,S2,0.345
121,S3,0.2292
121,S4,0.258
121,S5,0.182
121,S6,0.3546
121,S7,0.3125
121,S8,0.2322
121,S9,0.2704
121,S10,0.2111
121,S11,0.3032
121,S12,0.3196
121,S13,0.3699
121,S14,0.3401
121,S15,0.2549
121,S16,0.5037
121,S17,0.2426
121,S18,0.2681
121,S19,0.3204
121,S20,0.2632
121,S21,0.2206
121,S22,0.3151
121,S23,0.1954
121,S24,0.365
122,S1,0.4824
122,S2,0.3591
122,S3,0.2935
122,S4,0.303
122,S5,0.1644
122,S6,0.3375
122,S7,0.4113
122,S8,0.2805
122,S9,0.2784
122,S10,0.1749
122,S11,0.1792
122,S12,0.215
122,S13,0.4597
122,S14,0.272
122,S15,0.282
122,S16,0.3848
122,S17,0.3017
122,S18,0.1798
122,S19,0.339
122,S20,0.1071
122,S21,0.2086
122,S22,0.2022
122,S23,0.2482
122,S24,0.4044
123,S1,0.4009
123,S2,0.3913
123,S3,0.2026
123,S4,0.4498
123,S5,0.2373
123,S6,0.2699
123,S7,0.4295
123,S8,0.1687
123,S9,0.2644
123,S10,0.161
123,S11,0.2385
123,S12,0.184
123,S13,0.4771
123,S14,0.2845
123,S15,0.2676
123,S16,0.3544
123,S17,0.1802
123,S18,0.2459
123,S19,0.2058
123,S20,0.263
123,S21,0.1574
123,S22,0.4192
123,S23,0.2365
123,S24,0.3574
124,S1,0.4593
124,S2,0.2492
124,S3,0.2772
124,S4,0.3467
124,S5,0.2106
124,S6,0.3554
124,S7,0.4013
124,S8,0.2292
124,S9,0.2119
124,S10,0.1481
124,S11,0.2601
124,S12,0.2377
124,S13,0.2967
124,S14,0.4447
124,S15,0.3258
124,S16,0.4482
124,S17,0.2874
124,S18,0.2234
124,S19,0.2699
124,S20,0.2708
124,S21,0.2278
124,S22,0.2255
124,S23,0.2134
124,S24,0.3391
125,S1,0.2268
125,S2,0.2484
125,S3,0.2293
125,S4,0.4592
125,S5,0.2223
125,S6,0.2077
125,S7,0.384
125,S8,0.1496
125,S9,0.3852
125,S10,0.1661
125,S11,0.2617
125,S12,0.2952
125,S13,0.2847
125,S14,0.2162
125,S15,0.2208
125,S16,0.4831
125,S17,0.1972
125,S18,0.1012
125,S19,0.3033
125,S20,0.2961
125,S21,0.2687
125,S22,0.2722
125,S23,0.1835
125,S24,0.4308
126,S1,0.2296
126,S2,0.2767
126,S3,0.2595
126,S4,0.3633
126,S5,0.1796
126,S6,0.2853
126,S7,0.1758
126,S8,0.1881
126,S9,0.3454
126,S10,0.1473
126,S11,0.2698
126,S12,0.2542
126,S13,0.3571
126,S14,0.3102
126,S15,0.2019
126,S16,0.3835
126,S17,0.3179
126,S18,0.2407
126,S19,0.2942
126,S20,0.2786
126,S21,0.2476
126,S22,0.177
126,S23,0.2464
126,S24,0.3265
127,S1,0.3979
127,S2,0.3718
127,S3,0.1814
127,S4,0.286
127,S5,0.1885
127,S6,0.2389
127,S7,0.4714
127,S8,0.1795
127,S9,0.2815
127,S10,0.1908
127,S11,0.2026
127,S12,0.2149
127,S13,0.4077
127,S14,0.28
127,S15,0.2453
127,S16,0.3577
127,S17,0.1975
127,S18,0.2483
127,S19,0.4503
127,S20,0.2676
127,S21,0.2264
127,S22,0.3416
127,S23,0.1492
127,S24,0.4692
128,S1,0.3815
128,S2,0.3979
128,S3,0.2133
128,S4,0.4545
128,S5,0.231
128,S6,0.3147
128,S7,0.3664
128,S8,0.2059
128,S9,0.3927
128,S10,0.1885
128,S11,0.1618
128,S12,0.1812
128,S13,0.3691
128,S14,0.3186
128,S15,0.2472
128,S16,0.4975
128,S17,0.1728
128,S18,0.24
128,S19,0.2121
128,S20,0.3072
128,S21,0.2126
128,S22,0.3252
128,S23,0.1654
128,S24,0.4396
129,S1,0.4431
129,S2,0.335
129,S3,0.2435
129,S4,0.372
129,S5,0.1717
129,S6,0.3318
129,S7,0.4655
129,S8,0.2631
129,S9,0.2705
129,S10,0.1966
129,S11,0.1977
129,S12,0.26
129,S13,0.4179
129,S14,0.1878
129,S15,0.1919
129,S16,0.3773
129,S17,0.2663
129,S18,0.1769
129,S19,0.3593
129,S20,0.2801
129,S21,0.2082
129,S22,0.2547
129,S23,0.2419
129,S24,0.4659
130,S1,0.3312
130,S2,0.2633
130,S3,0.2746
130,S4,0.3095
130,S5,0.1944
130,S6,0.3252
130,S7,0.2163
130,S8,0.2738
130,S9,0.3213
130,S10,0.1682
130,S11,0.2619
130,S12,0.2316
130,S13,0.2506
130,S14,0.3897
130,S15,0.2521
130,S16,0.4354
130,S17,0.3373
130,S18,0.1857
130,S19,0.3649
130,S20,0.2524
130,S21,0.2534
130,S22,0.1724
130,S23,0.196
130,S24,0.3078
131,S1,0.3984
131,S2,0.3282
131,S3,0.2146
131,S4,0.2859
131,S5,0.1956
131,S6,0.2325
131,S7,0.4089
131,S8,0.2007
131,S9,0.1326
131,S10,0.1696
131,S11,0.2113
131,S12,0.1572
131,S13,0.2885
131,S14,0.3066
131,S15,0.3164
131,S16,0.4251
131,S17,0.249
131,S18,0.2546
131,S19,0.3027
131,S20,0.2296
131,S21,0.1666
131,S22,0.1949
131,S23,0.1844
131,S24,0.3611
132,S1,0.3596
132,S2,0.275
132,S3,0.2027
132,S4,0.3739
132,S5,0.1473
132,S6,0.3273
132,S7,0.2798
132,S8,0.1841
132,S9,0.2238
132,S10,0.1649
132,S11,0.3187
132,S12,0.2574
132,S13,0.4583
132,S14,0.3313
132,S15,0.1948
132,S16,0.3735
132,S17,0.2391
132,S18,0.2954
132,S19,0.2535
132,S20,0.3143
132,S21,0.2554
132,S22,0.4098
132,S23,0.1836
132,S24,0.3999
133,S1,0.534
133,S2,0.2629
133,S3,0.1732
133,S4,0.208
133,S5,0.2285
133,S6,0.1766
133,S7,0.3239
133,S8,0.2356
133,S9,0.3284
133,S10,0.1989
133,S11,0.2785
133,S12,0.293
133,S13,0.3103
133,S14,0.2594
133,S15,0.2114
133,S16,0.4664
133,S17,0.3344
133,S18,0.2544
133,S19,0.4122
133,S20,0.2038
133,S21,0.2889
133,S22,0.3914
133,S23,0.2294
133,S24,0.4747
134,S1,0.2452
134,S2,0.2685
134,S3,0.2132
134,S4,0.3814
134,S5,0.158
134,S6,0.3263
134,S7,0.4459
134,S8,0.2468
134,S9,0.3346
134,S10,0.1471
134,S11,0.2215
134,S12,0.2916
134,S13,0.4431
134,S14,0.2977
134,S15,0.2291
134,S16,0.2379
134,S17,0.2227
134,S18,0.3225
134,S19,0.248
134,S20,0.2768
134,S21,0.2603
134,S22,0.2247
134,S23,0.2074
134,S24,0.4157
135,S1,0.3676
135,S2,0.4721
135,S3,0.1666
135,S4,0.4039
135,S5,0.1931
135,S6,0.3271
135,S7,0.3809
135,S8,0.1849
135,S9,0.3312
135,S10,0.1152
135,S11,0.2988
135,S12,0.2472
135,S13,0.4323
135,S14,0.3635
135,S15,0.2684
135,S16,0.4118
135,S17,0.2334
135,S18,0.2001
135,S19,0.4124
135,S20,0.3433
135,S21,0.2063
135,S22,0.3028
135,S23,0.1638
135,S24,0.4321
136,S1,0.4155
136,S2,0.4165
136,S3,0.2061
136,S4,0.3081
136,S5,0.2093
136,S6,0.32
136,S7,0.3349
136,S8,0.1788
136,S9,0.3725
136,S10,0.2098
136,S11,0.2178
136,S12,0.2966
136,S13,0.473
136,S14,0.3081
136,S15,0.254
136,S16,0.4443
136,S17,0.2345
136,S18,0.2347
136,S19,0.1898
136,S20,0.3134
136,S21,0.149
136,S22,0.3902
136,S23,0.1868
136,S24,0.3352
137,S1,0.3206
137,S2,0.2827
137,S3,0.3209
137,S4,0.1675
137,S5,0.2511
137,S6,0.3025
137,S7,0.2655
137,S8,0.1701
137,S9,0.4228
137,S10,0.1487
137,S11,0.2052
137,S12,0.2864
137,S13,0.4093
137,S14,0.2437
137,S15,0.2608
137,S16,0.3179
137,S17,0.3457
137,S18,0.2829
137,S19,0.3688
137,S20,0.286
137,S21,0.293
137,S22,0.3
137,S23,0.1527
137,S24,0.3815
138,S1,0.5196
138,S2,0.2391
138,S3,0.2319
138,S4,0.3611
138,S5,0.1978
138,S6,0.2277
138,S7,0.4285
138,S8,0.3172
138,S9,0.3291
138,S10,0.1502
138,S11,0.1841
138,S12,0.2454
138,S13,0.468
138,S14,0.3285
138,S15,0.2499
138,S16,0.3529
138,S17,0.2214
138,S18,0.2723
138,S19,0.3943
138,S20,0.1842
138,S21,0.2856
138,S22,0.3344
138,S23,0.256
138,S24,0.2561
139,S1,0.2665
139,S2,0.2911
139,S3,0.2751
139,S4,0.4531
139,S5,0.2282
139,S6,0.2696
139,S7,0.2782
139,S8,0.27
139,S9,0.2556
139,S10,0.243
139,S11,0.2515
139,S12,0.3076
139,S13,0.4354
139,S14,0.2918
139,S15,0.224
139,S16,0.3727
139,S17,0.3076
139,S18,0.2369
139,S19,0.2937
139,S20,0.2578
139,S21,0.2201
139,S22,0.1723
139,S23,0.2183
139,S24,0.2814
140,S1,0.2821
140,S2,0.1988
140,S3,0.1603
140,S4,0.243
140,S5,0.1716
140,S6,0.394
140,S7,0.3132
140,S8,0.2244
140,S9,0.342
140,S10,0.1881
140,S11,0.2625
140,S12,0.1776
140,S13,0.4946
140,S14,0.4084
140,S15,0.1659
140,S16,0.3181
140,S17,0.2675
140,S18,0.1883
140,S19,0.3671
140,S20,0.2278
140,S21,0.3105
140,S22,0.3714
140,S23,0.2085
140,S24,0.4219
141,S1,0.4478
141,S2,0.2662
141,S3,0.2092
141,S4,0.3385
141,S5,0.2345
141,S6,0.2912
141,S7,0.2396
141,S8,0.1819
141,S9,0.312
141,S10,0.1806
141,S11,0.3719
141,S12,0.1687
141,S13,0.4221
141,S14,0.3893
141,S15,0.3636
141,S16,0.3676
141,S17,0.3112
141,S18,0.2599
141,S19,0.3464
141,S20,0.2614
141,S21,0.2356
141,S22,0.1481
141,S23,0.2273
141,S24,0.3588
142,S1,0.3504
142,S2,0.4228
142,S3,0.2163
142,S4,0.3065
142,S5,0.2797
142,S6,0.2362
142,S7,0.3115
142,S8,0.2103
142,S9,0.3699
142,S10,0.191
142,S11,0.1977
142,S12,0.2085
142,S13,0.3368
142,S14,0.2954
142,S15,0.2713
142,S16,0.4335
142,S17,0.1827
142,S18,0.283
142,S19,0.3502
142,S20,0.3405
142,S21,0.2359
142,S22,0.3661
142,S23,0.2187
142,S24,0.4442
143,S1,0.405
143,S2,0.2941
143,S3,0.3636
143,S4,0.3926
143,S5,0.2229
143,S6,0.211
143,S7,0.2598
143,S8,0.2294
143,S9,0.3259
143,S10,0.1608
143,S11,0.2742
143,S12,0.3075
143,S13,0.4366
143,S14,0.2315
143,S15,0.2444
143,S16,0.3356
143,S17,0.2614
143,S18,0.214
143,S19,0.3015
143,S20,0.1997
143,S21,0.2111
143,S22,0.2664
143,S23,0.0828
143,S24,0.4937
144,S1,0.4465
144,S2,0.2774
144,S3,0.2509
144,S4,0.2552
144,S5,0.2678
144,S6,0.3908
144,S7,0.361
144,S8,0.261
144,S9,0.3278
144,S10,0.1343
144,S11,0.2447
144,S12,0.2395
144,S13,0.3485
144,S14,0.2869
144,S15,0.2454
144,S16,0.3935
144,S17,0.2863
144,S18,0.1838
144,S19,0.2855
144,S20,0.1982
144,S21,0.259
144,S22,0.1737
144,S23,0.2461
144,S24,0.447
145,S1,0.3445
145,S2,0.1438
145,S3,0.2319
145,S4,0.3291
145,S5,0.1596
145,S6,0.2541
145,S7,0.4571
145,S8,0.2455
145,S9,0.2581
145,S10,0.1248
145,S11,0.2492
145,S12,0.2234
145,S13,0.4214
145,S14,0.2679
145,S15,0.2756
145,S16,0.5548
145,S17,0.3295
145,S18,0.2311
145,S19,0.3211
145,S20,0.2476
145,S21,0.2678
145,S22,0.2624
145,S23,0.2018
145,S24,0.3536
146,S1,0.3299
146,S2,0.2177
146,S3,0.2661
146,S4,0.3293
146,S5,0.22
146,S6,0.2531
146,S7,0.4355
146,S8,0.1787
146,S9,0.4251
146,S10,0.1193
146,S11,0.2899
146,S12,0.2555
146,S13,0.3223
146,S14,0.3255
146,S15,0.314
146,S16,0.2227
146,S17,0.3118
146,S18,0.117
146,S19,0.269
146,S20,0.3536
146,S21,0.1915
146,S22,0.2296
146,S23,0.1921
146,S24,0.4948
147,S1,0.2323
147,S2,0.2369
147,S3,0.3249
147,S4,0.4572
147,S5,0.1959
147,S6,0.2131
147,S7,0.4967
147,S8,0.2858
147,S9,0.3597
147,S10,0.1535
147,S11,0.2641
147,S12,0.2258
147,S13,0.4087
147,S14,0.3871
147,S15,0.294
147,S16,0.3138
147,S17,0.3613
147,S18,0.2479
147,S19,0.3791
147,S20,0.3449
147,S21,0.1685
147,S22,0.2979
147,S23,0.1787
147,S24,0.2402
148,S1,0.3921
148,S2,0.4507
148,S3,0.158
148,S4,0.3312
148,S5,0.2256
148,S6,0.2903
148,S7,0.3421
148,S8,0.1604
148,S9,0.3314
148,S10,0.1556
148,S11,0.1499
148,S12,0.2891
148,S13,0.4568
148,S14,0.3031
148,S15,0.2615
148,S16,0.4859
148,S17,0.296
148,S18,0.2755
148,S19,0.3135
148,S20,0.3366
148,S21,0.2306
148,S22,0.3116
148,S23,0.1492
148,S24,0.3701
149,S1,0.3057
149,S2,0.2617
149,S3,0.2092
149,S4,0.2623
149,S5,0.285
149,S6,0.3588
149,S7,0.4844
149,S8,0.1637
149,S9,0.3212
149,S10,0.1359
149,S11,0.2296
149,S12,0.1905
149,S13,0.4784
149,S14,0.2762
149,S15,0.3034
149,S16,0.4483
149,S17,0.4139
149,S18,0.1643
149,S19,0.4173
149,S20,0.3278
149,S21,0.1745
149,S22,0.3604
149,S23,0.2134
149,S24,0.3341
150,S1,0.3062
150,S2,0.2569
150,S3,0.3525
150,S4,0.3334
150,S5,0.2313
150,S6,0.2385
150,S7,0.2954
150,S8,0.2636
150,S9,0.2312
150,S10,0.1681
150,S11,0.2685
150,S12,0.2385
150,S13,0.3696
150,S14,0.3237
150,S15,0.2846
150,S16,0.4588
150,S17,0.2275
150,S18,0.2201
150,S19,0.413
150,S20,0.3144
150,S21,0.1572
150,S22,0.3211
150,S23,0.1209
150,S24,0.3533
151,S1,0.5058
151,S2,0.2431
151,S3,0.2083
151,S4,0.3843
151,S5,0.1383
151,S6,0.2475
151,S7,0.3918
151,S8,0.1892
151,S9,0.3017
151,S10,0.2106
151,S11,0.2891
151,S12,0.2458
151,S13,0.3573
151,S14,0.3222
151,S15,0.2438
151,S16,0.4366
151,S17,0.2552
151,S18,0.2248
151,S19,0.2673
151,S20,0.2648
151,S21,0.1815
151,S22,0.2332
151,S23,0.2103
151,S24,0.3649
152,S1,0.4241
152,S2,0.2741
152,S3,0.2704
152,S4,0.3701
152,S5,0.2178
152,S6,0.2365
152,S7,0.3605
152,S8,0.2324
152,S9,0.3171
152,S10,0.1068
152,S11,0.2752
152,S12,0.3366
152,S13,0.3557
152,S14,0.2563
152,S15,0.2687
152,S16,0.425
152,S17,0.3509
152,S18,0.1746
152,S19,0.3821
152,S20,0.2982
152,S21,0.2105
152,S22,0.3203
152,S23,0.2412
152,S24,0.4111
153,S1,0.2828
153,S2,0.3492
153,S3,0.2468
153,S4,0.3382
153,S5,0.2029
153,S6,0.2748
153,S7,0.4334
153,S8,0.213
153,S9,0.2458
153,S10,0.1689
153,S11,0.2762
153,S12,0.2907
153,S13,0.4296
153,S14,0.249
153,S15,0.3743
153,S16,0.4212
153,S17,0.3556
153,S18,0.2263
153,S19,0.3689
153,S20,0.3114
153,S21,0.2695
153,S22,0.3634
153,S23,0.2349
153,S24,0.3279
154,S1,0.3247
154,S2,0.32
154,S3,0.2967
154,S4,0.3185
154,S5,0.2426
154,S6,0.3656
154,S7,0.2859
154,S8,0.1804
154,S9,0.3078
154,S10,0.1946
154,S11,0.2387
154,S12,0.2964
154,S13,0.4158
154,S14,0.3024
154,S15,0.1782
154,S16,0.2947
154,S17,0.2993
154,S18,0.1338
154,S19,0.4008
154,S20,0.2582
154,S21,0.3572
154,S22,0.4385
154,S23,0.1927
154,S24,0.3426
155,S1,0.4397
155,S2,0.4022
155,S3,0.1681
155,S4,0.2142
155,S5,0.1751
155,S6,0.3164
155,S7,0.3848
155,S8,0.263
155,S9,0.2407
155,S10,0.0984
155,S11,0.3124
155,S12,0.1947
155,S13,0.2286
155,S14,0.3087
155,S15,0.2897
155,S16,0.3902
155,S17,0.2574
155,S18,0.2259
155,S19,0.3086
155,S20,0.1948
155,S21,0.1857
155,S22,0.3313
155,S23,0.2129
155,S24,0.3618
156,S1,0.2937
156,S2,0.2891
156,S3,0.1411
156,S4,0.3452
156,S5,0.2572
156,S6,0.1998
156,S7,0.309
156,S8,0.2309
156,S9,0.396
156,S10,0.1669
156,S11,0.2297
156,S12,0.1415
156,S13,0.3913
156,S14,0.4225
156,S15,0.2639
156,S16,0.3982
156,S17,0.3016
156,S18,0.2328
156,S19,0.2791
156,S20,0.3106
156,S21,0.2264
156,S22,0.3011
156,S23,0.161
156,S24,0.4412
157,S1,0.4154
157,S2,0.2668
157,S3,0.3001
157,S4,0.3002
157,S5,0.1687
157,S6,0.2403
157,S7,0.226
157,S8,0.2371
157,S9,0.2007
157,S10,0.1383
157,S11,0.156
157,S12,0.2293
157,S13,0.3718
157,S14,0.2804
157,S15,0.1979
157,S16,0.3062
157,S17,0.3096
157,S18,0.2076
157,S19,0.3544
157,S20,0.2195
157,S21,0.2245
157,S22,0.3782
157,S23,0.2234
157,S24,0.3211
158,S1,0.3855
158,S2,0.2856
158,S3,0.2504
158,S4,0.3116
158,S5,0.1934
158,S6,0.2954
158,S7,0.2805
158,S8,0.1726
158,S9,0.2287
158,S10,0.1247
158,S11,0.2017
158,S12,0.2408
158,S13,0.3149
158,S14,0.3308
158,S15,0.2517
158,S16,0.2425
158,S17,0.3204
158,S18,0.2712
158,S19,0.2671
158,S20,0.2891
158,S21,0.1796
158,S22,0.3059
158,S23,0.1494
158,S24,0.2245
159,S1,0.3386
159,S2,0.2926
159,S3,0.2301
159,S4,0.2544
159,S5,0.184
159,S6,0.2986
159,S7,0.3469
159,S8,0.2246
159,S9,0.2742
159,S10,0.2263
159,S11,0.2039
159,S12,0.2561
159,S13,0.4739
159,S14,0.3289
159,S15,0.2399
159,S16,0.3577
159,S17,0.342
159,S18,0.1669
159,S19,0.2687
159,S20,0.2455
159,S21,0.2703
159,S22,0.3228
159,S23,0.1613
159,S24,0.3283
160,S1,0.3216
160,S2,0.2574
160,S3,0.2989
160,S4,0.2419
160,S5,0.2644
160,S6,0.3303
160,S7,0.4264
160,S8,0.1966
160,S9,0.3072
160,S10,0.1308
160,S11,0.2387
160,S12,0.2564
160,S13,0.4827
160,S14,0.2336
160,S15,0.2317
160,S16,0.3879
160,S17,0.2042
160,S18,0.2609
160,S19,0.2851
160,S20,0.2562
160,S21,0.1971
160,S22,0.2526
160,S23,0.1997
160,S24,0.3349
161,S1,0.3394
161,S2,0.2563
161,S3,0.266
161,S4,0.4436
161,S5,0.2056
161,S6,0.3398
161,S7,0.2527
161,S8,0.2235
161,S9,0.2472
161,S10,0.1292
161,S11,0.2272
161,S12,0.289
161,S13,0.4562
161,S14,0.3146
161,S15,0.1734
161,S16,0.3843
161,S17,0.3004
161,S18,0.2415
161,S19,0.2104
161,S20,0.2192
161,S21,0.2139
161,S22,0.3322
161,S23,0.1122
161,S24,0.3387
162,S1,0.3772
162,S2,0.351
162,S3,0.2846
162,S4,0.3722
162,S5,0.168
162,S6,0.1752
162,S7,0.3225
162,S8,0.2601
162,S9,0.4049
162,S10,0.2094
162,S11,0.2896
162,S12,0.251
162,S13,0.3407
162,S14,0.2922
162,S15,0.3335
162,S16,0.3246
162,S17,0.3748
162,S18,0.2183
162,S19,0.4217
162,S20,0.1916
162,S21,0.2421
162,S22,0.2558
162,S23,0.1434
162,S24,0.3653
163,S1,0.4407
163,S2,0.2493
163,S3,0.175
163,S4,0.3272
163,S5,0.1965
163,S6,0.3144
163,S7,0.4165
163,S8,0.2141
163,S9,0.4342
163,S10,0.1916
163,S11,0.2482
163,S12,0.1581
163,S13,0.3632
163,S14,0.2798
163,S15,0.298
163,S16,0.437
163,S17,0.2165
163,S18,0.2414
163,S19,0.3781
163,S20,0.3482
163,S21,0.2551
163,S22,0.3457
163,S23,0.2024
163,S24,0.3772
164,S1,0.4583
164,S2,0.22
164,S3,0.2325
164,S4,0.2818
164,S5,0.2152
164,S6,0.353
164,S7,0.3082
164,S8,0.1131
164,S9,0.2906
164,S10,0.2168
164,S11,0.2953
164,S12,0.2533
164,S13,0.3619
164,S14,0.2233
164,S15,0.2758
164,S16,0.3333
164,S17,0.4071
164,S18,0.26
164,S19,0.2946
164,S20,0.2341
164,S21,0.2126
164,S22,0.2856
164,S23,0.2447
164,S24,0.363
165,S1,0.313
165,S2,0.4134
165,S3,0.2525
165,S4,0.3846
165,S5,0.1757
165,S6,0.3039
165,S7,0.3718
165,S8,0.1348
165,S9,0.4443
165,S10,0.2307
165,S11,0.2455
165,S12,0.1819
165,S13,0.41
165,S14,0.3052
165,S15,0.2678
165,S16,0.4153
165,S17,0.312
165,S18,0.3009
165,S19,0.3712
165,S20,0.2107
165,S21,0.2757
165,S22,0.3984
165,S23,0.3261
165,S24,0.2714
166,S1,0.3845
166,S2,0.1751
166,S3,0.2777
166,S4,0.2968
166,S5,0.2769
166,S6,0.2394
166,S7,0.2318
166,S8,0.1962
166,S9,0.1916
166,S10,0.2109
166,S11,0.1565
166,S12,0.2347
166,S13,0.224
166,S14,0.2808
166,S15,0.3322
166,S16,0.4289
166,S17,0.2344
166,S18,0.2319
166,S19,0.3345
166,S20,0.2919
166,S21,0.1574
166,S22,0.3356
166,S23,0.0918
166,S24,0.3059
167,S1,0.3309
167,S2,0.338
167,S3,0.2511
167,S4,0.2396
167,S5,0.1606
167,S6,0.2946
167,S7,0.3445
167,S8,0.1916
167,S9,0.2862
167,S10,0.2089
167,S11,0.2391
167,S12,0.2292
167,S13,0.5497
167,S14,0.2146
167,S15,0.1574
167,S16,0.4627
167,S17,0.2449
167,S18,0.2185
167,S19,0.2813
167,S20,0.2528
167,S21,0.2859
167,S22,0.3481
167,S23,0.2345
167,S24,0.2509
168,S1,0.2822
168,S2,0.1297
168,S3,0.2095
168,S4,0.3971
168,S5,0.2207
168,S6,0.2708
168,S7,0.3484
168,S8,0.1868
168,S9,0.3296
168,S10,0.2114
168,S11,0.1805
168,S12,0.2473
168,S13,0.4548
168,S14,0.2751
168,S15,0.285
168,S16,0.6252
168,S17,0.2774
168,S18,0.2517
168,S19,0.2841
168,S20,0.2763
168,S21,0.2366
168,S22,0.3117
168,S23,0.1592
168,S24,0.3644
169,S1,0.4739
169,S2,0.3269
169,S3,0.2981
169,S4,0.3175
169,S5,0.23
169,S6,0.2992
169,S7,0.2834
169,S8,0.2305
169,S9,0.2539
169,S10,0.1601
169,S11,0.2768
169,S12,0.2472
169,S13,0.2922
169,S14,0.3632
169,S15,0.2786
169,S16,0.3436
169,S17,0.1962
169,S18,0.2266
169,S19,0.3036
169,S20,0.2727
169,S21,0.2009
169,S22,0.1796
169,S23,0.1845
169,S24,0.3286
170,S1,0.4131
170,S2,0.2581
170,S3,0.3339
170,S4,0.2059
170,S5,0.2524
170,S6,0.2706
170,S7,0.4102
170,S8,0.2201
170,S9,0.3888
170,S10,0.1691
170,S11,0.2081
170,S12,0.2996
170,S13,0.3746
170,S14,0.3133
170,S15,0.3117
170,S16,0.3174
170,S17,0.3171
170,S18,0.2058
170,S19,0.3245
170,S20,0.2705
170,S21,0.1517
170,S22,0.2533
170,S23,0.254
170,S24,0.412
171,S1,0.3621
171,S2,0.3146
171,S3,0.2353
171,S4,0.4238
171,S5,0.192
171,S6,0.2965
171,S7,0.4302
171,S8,0.183
171,S9,0.4154
171,S10,0.1272
171,S11,0.3536
171,S12,0.2159
171,S13,0.3647
171,S14,0.1866
171,S15,0.2273
171,S16,0.3168
171,S17,0.2489
171,S18,0.2269
171,S19,0.3972
171,S20,0.2777
171,S21,0.23
171,S22,0.2343
171,S23,0.1648
171,S24,0.4759
172,S1,0.3128
172,S2,0.3994
172,S3,0.2378
172,S4,0.3335
172,S5,0.2428
172,S6,0.3554
172,S7,0.3422
172,S8,0.1998
172,S9,0.3131
172,S10,0.1957
172,S11,0.3142
172,S12,0.2335
172,S13,0.4308
172,S14,0.3983
172,S15,0.2691
172,S16,0.4249
172,S17,0.1973
172,S18,0.1106
172,S19,0.3592
172,S20,0.2616
172,S21,0.1944
172,S22,0.3146
172,S23,0.1976
172,S24,0.4289
173,S1,0.373
173,S2,0.2552
173,S3,0.2995
173,S4,0.3189
173,S5,0.2211
173,S6,0.2563
173,S7,0.3045
173,S8,0.2203
173,S9,0.3175
173,S10,0.2009
173,S11,0.2523
173,S12,0.1476
173,S13,0.3502
173,S14,0.3476
173,S15,0.2351
173,S16,0.3803
173,S17,0.3392
173,S18,0.2001
173,S19,0.2305
173,S20,0.2581
173,S21,0.1957
173,S22,0.242
173,S23,0.193
173,S24,0.3844
174,S1,0.366
174,S2,0.3184
174,S3,0.3407
174,S4,0.3105
174,S5,0.2111
174,S6,0.2545
174,S7,0.2908
174,S8,0.1913
174,S9,0.2863
174,S10,0.1965
174,S11,0.392
174,S12,0.1999
174,S13,0.3514
174,S14,0.2962
174,S15,0.2698
174,S16,0.4211
174,S17,0.3561
174,S18,0.1201
174,S19,0.1742
174,S20,0.2402
174,S21,0.2642
174,S22,0.2061
174,S23,0.0797
174,S24,0.39
175,S1,0.3845
175,S2,0.2346
175,S3,0.2007
175,S4,0.2687
175,S5,0.2044
175,S6,0.2478
175,S7,0.3846
175,S8,0.093
175,S9,0.2624
175,S10,0.142
175,S11,0.253
175,S12,0.2082
175,S13,0.4445
175,S14,0.1884
175,S15,0.2523
175,S16,0.4447
175,S17,0.3885
175,S18,0.2109
175,S19,0.355
175,S20,0.1705
175,S21,0.113
175,S22,0.3507
175,S23,0.1998
175,S24,0.4325
176,S1,0.266
176,S2,0.3312
176,S3,0.3434
176,S4,0.3613
176,S5,0.2111
176,S6,0.2838
